Priority	2cpr5p[c]	pran[c]	param_PRAIi_total	param_pH	param_Temp	FileFlag	Target_Data
1	0	0.000018711037016014376	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PRAIi_typeII/input/relRateFor_pran.txt"	0.7992399910868984
1	0	0.000029654995190569043	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PRAIi_typeII/input/relRateFor_pran.txt"	0.8631931113967898
1	0	0.000046999999999999957	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PRAIi_typeII/input/relRateFor_pran.txt"	0.9090909090909091
1	0	1	1	7.5	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PRAIi_typeII/input/absRateFor.txt"	120.11244339814314
1	0	1	1	7.5	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PRAIi_typeII/input/absRateFor.txt"	120.11244339814314
1	0	1	1	7.5	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PRAIi_typeII/input/absRateFor.txt"	120.11244339814314
1	0	1	1	7.5	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PRAIi_typeII/input/absRateFor.txt"	120.11244339814314
1	0	1	1	7.5	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PRAIi_typeII/input/absRateFor.txt"	120.11244339814314
1	0	1	1	7.5	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PRAIi_typeII/input/absRateFor.txt"	120.11244339814314
1	0	1	1	7.5	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PRAIi_typeII/input/absRateFor.txt"	120.11244339814314
1	0	1	1	7.5	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PRAIi_typeII/input/absRateFor.txt"	120.11244339814314
1	0	1	1	7.5	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PRAIi_typeII/input/absRateFor.txt"	120.11244339814314
1	0	1	1	7.5	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PRAIi_typeII/input/absRateFor.txt"	120.11244339814314
1	0	1	1	7.5	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PRAIi_typeII/input/absRateFor.txt"	120.11244339814314
3	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PRAIi_typeII/input/customRatio_1.txt"	0.0001017053892200513
3	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PRAIi_typeII/input/customRatio_1.txt"	0.0001017053892200513
3	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PRAIi_typeII/input/customRatio_1.txt"	0.0001017053892200513
3	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PRAIi_typeII/input/customRatio_1.txt"	0.0001017053892200513
3	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PRAIi_typeII/input/customRatio_1.txt"	0.0001017053892200513
3	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PRAIi_typeII/input/customRatio_1.txt"	0.0001017053892200513
3	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PRAIi_typeII/input/customRatio_1.txt"	0.0001017053892200513
3	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PRAIi_typeII/input/customRatio_1.txt"	0.0001017053892200513
3	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PRAIi_typeII/input/customRatio_1.txt"	0.0001017053892200513
3	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PRAIi_typeII/input/customRatio_1.txt"	0.0001017053892200513
3	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PRAIi_typeII/input/customRatio_1.txt"	0.0001017053892200513
1	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PRAIi_typeII/input/customRatio_2.txt"	6.8e-6
1	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PRAIi_typeII/input/customRatio_2.txt"	6.8e-6
1	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PRAIi_typeII/input/customRatio_2.txt"	6.8e-6
1	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PRAIi_typeII/input/customRatio_2.txt"	6.8e-6
1	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PRAIi_typeII/input/customRatio_2.txt"	6.8e-6
1	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PRAIi_typeII/input/customRatio_2.txt"	6.8e-6
1	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PRAIi_typeII/input/customRatio_2.txt"	6.8e-6
1	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PRAIi_typeII/input/customRatio_2.txt"	6.8e-6
1	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PRAIi_typeII/input/customRatio_2.txt"	6.8e-6
1	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PRAIi_typeII/input/customRatio_2.txt"	6.8e-6
1	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PRAIi_typeII/input/customRatio_2.txt"	6.8e-6
