Priority	3dhsk[c]	nadp[c]	nadph[c]	skm[c]	param_SHK3Dr_total	param_pH	param_Temp	FileFlag	Target_Data
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	0.43205536973028774
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	0.43205536973028774
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	1125.243105781079
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	1125.243105781079
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	1125.243105781079
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	1125.243105781079
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	1125.243105781079
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	1125.243105781079
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	1125.243105781079
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	1125.243105781079
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	1125.243105781079
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	1125.243105781079
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	1125.243105781079
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	1125.243105781079
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	1125.243105781079
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	1125.243105781079
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	1125.243105781079
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	1125.243105781079
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	1125.243105781079
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	1125.243105781079
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	1125.243105781079
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	1125.243105781079
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	1125.243105781079
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	1125.243105781079
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	0.5554997610817985
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	0.5554997610817985
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	0.5554997610817985
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	0.5554997610817985
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	0.5554997610817985
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	0.5554997610817985
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	0.5554997610817985
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	0.5554997610817985
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	0.5554997610817985
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	0.5554997610817985
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	0.5554997610817985
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	0.5554997610817985
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	0.5554997610817985
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	0.5554997610817985
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	0.5554997610817985
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	0.5554997610817985
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	0.5554997610817985
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	0.5554997610817985
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	0.5554997610817985
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	0.5554997610817985
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	0.5554997610817985
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	0.5554997610817985
